generation_idx	max_steps	mean_steps	max_apples	mean_apples	max_score	mean_score
65	1000	165.888	4	0.178	1.6E10	6.6618556882E7
66	1000	199.322	4	0.224	1.6E10	1.0332614296E8
67	800	193.676	3	0.202	4.096E9	5.2328983354E7
68	800	162.12	3	0.164	4.096E9	4.4606274636E7
69	800	168.082	3	0.164	4.096E9	4.2693186092E7
70	1000	163.736	4	0.184	1.6E10	7.2114142326E7
71	800	154.654	3	0.212	4.096E9	4.4680132666E7
72	800	154.724	3	0.222	4.096E9	6.3748418642E7
73	800	158.328	3	0.276	4.096E9	7.62237949E7
74	800	160.2	3	0.182	4.096E9	4.8593990442E7
75	1000	156.512	4	0.25	1.6E10	9.9764833348E7
76	1000	145.054	4	0.226	1.6E10	1.14212002738E8
77	1000	158.196	4	0.206	1.6E10	7.136659462E7
78	800	164.408	3	0.224	4.096E9	6.9505339738E7
79	800	175.83	4	0.294	4.096E9	9.2313222098E7
80	1000	153.54	4	0.22	1.6E10	8.8944902584E7
81	1000	179.548	4	0.23	1.6E10	1.18108854718E8
82	1000	188.014	4	0.27	1.6E10	1.42849670506E8
83	800	183.852	3	0.222	4.096E9	7.136838425E7
84	800	168.466	3	0.232	4.096E9	4.758099258E7
85	800	152.2	3	0.206	4.096E9	3.6458501514E7
86	800	171.318	3	0.256	4.096E9	5.7246290614E7
87	800	156.74	3	0.212	4.096E9	4.1207527364E7
88	800	160.02	3	0.198	4.096E9	6.6995440082E7
89	1000	159.864	4	0.246	1.6E10	9.0165358638E7
90	1400	170.812	6	0.312	1.75616E11	4.49470636674E8
91	1600	195.986	8	0.562	5.24288E11	2.158388763242E9
92	2000	186.598	9	0.574	4.096E12	1.0493291215518E10
93	2200	239.806	10	0.68	1.0903552E13	3.6730373705266E10
94	4400	242.336	21	0.742	1.78643795968E17	3.5738688099141694E14
95	4400	377.274	21	1.238	1.78643795968E17	3.642067554960291E14
96	3800	393.174	18	1.344	1.4384365568E16	3.0451986673803793E13
97	2800	347.404	15	1.092	1.79830784E14	8.14319343380022E11
98	3800	338.88	30	1.202	1.3425339943211762E19	2.7101821140833096E16
99	5800	359.142	28	1.242	5.2374978691072E19	1.04783967328467728E17
100	5000	397.526	33	1.74	2.2029983636626656E20	4.4534735782325427E17
101	3800	402.694	18	1.588	1.4384365568E16	4.55896991402178E13
102	4600	339.436	22	1.164	4.08256774144E17	8.837885473487444E14
103	2000	287.582	9	0.902	4.096E12	1.9015429201092E10
104	2000	285.332	14	0.878	2.4401597038592E13	8.959266249042E10
105	3400	294.23	21	0.93	8.768322810150912E15	2.3275084127345223E13
106	4600	372.166	22	1.374	4.08256774144E17	8.1873648933107E14
107	3800	353.412	24	1.152	9.5418933313536E16	2.2197681611528634E14
108	3600	301.68	22	0.968	1.9534815690752E16	5.147199675621279E13
109	3200	309.938	18	1.198	1.260832075808768E15	7.09413532565445E12
110	3800	315.356	18	1.18	1.4384365568E16	4.164372442580203E13
111	3400	336.682	16	1.2	2.575826944E15	6.225153108876322E12
112	3400	351.902	20	1.266	2.575826944E15	1.4872296058019572E13
113	3800	333.456	22	1.28	3.7798637484376064E16	1.0702973051780583E14
114	5800	370.926	28	1.546	5.2374978691072E19	1.11601016861434304E17
115	4400	496.38	26	2.074	5.01441382842368E17	1.7371697568403315E15
116	6600	517.934	32	2.234	1.234785917730816E21	2.5846067045806735E18
117	5200	509.292	28	2.158	4.718021574656E18	1.4726338583682838E16
118	5000	386.422	32	1.694	5.384030242013918E19	1.12797464101252064E17
119	6400	487.16	31	2.066	5.62949953421312E20	1.13905103357782784E18
120	5200	483.802	34	2.34	3.968622657134689E20	8.9473383999251034E17
121	6000	460.446	36	2.916	8.941117374458631E20	3.0552819194254915E18
122	5800	529.646	41	2.88	4.704226321340569E22	1.3258225483082913E20
123	6000	514.796	37	2.456	2.008845007083012E21	4.2538319546522051E18
124	6800	576.378	38	3.236	2.700950313631744E21	1.3398991578394884E19
125	4800	337.048	23	2.008	9.27712935936E17	1.9555955594681995E15
126	3400	324.248	30	1.124	1.1731992498422153E19	2.347924061512142E16
127	5000	377.414	30	1.604	1.5048440693909357E19	3.5705763162735732E16
128	5600	404.11	29	1.856	2.3570780520448E19	5.8723427710443568E16
129	6800	372.872	33	1.826	2.700950313631744E21	5.923588569453355E18
130	5400	324.788	33	1.722	5.808506015258457E19	1.54450001465901184E17
131	5600	238.412	27	1.396	2.3570780520448E19	4.7217082926054896E16
132	3200	235.112	15	1.362	1.073741824E15	5.009137916138812E12
133	2400	177.39	27	1.106	3.8593011787392614E17	7.724253524193649E14
134	4000	173.902	19	1.008	3.3554432E16	6.947064694830192E13
135	3600	238.732	17	1.102	6.115295232E15	2.0897471568541984E13
136	6200	246.46	30	1.062	2.55902741430272E20	5.1181873322557082E17
137	3200	273.788	18	1.106	1.073741824E15	4.182823639381654E12
138	3200	277.29	15	1.086	1.073741824E15	4.646127645753524E12
139	2800	260.196	13	1.098	1.79830784E14	1.1255382494091E12
140	3200	207.25	15	0.774	1.073741824E15	2.233535102145256E12
141	4800	275.466	23	1.102	9.27712935936E17	1.9648444286797668E15
142	4000	216.252	19	1.22	3.3554432E16	7.290856863199956E13
143	4400	216.592	21	1.114	1.78643795968E17	3.7065511399168275E14
144	3000	148.666	14	0.768	4.42368E14	1.28240144546861E12
145	3800	203.126	18	0.99	1.4384365568E16	4.368901348790293E13
146	2600	267.548	19	1.358	1.076481496711168E15	2.701140212778274E12
147	3200	228.092	15	1.132	1.073741824E15	4.53078643861182E12
148	5000	305.486	46	1.64	1.5463903362189586E24	3.0956901976966546E21
149	5400	360.302	32	2.496	3.0209697424779248E19	1.0546013642808808E17
150	5800	438.876	45	3.066	1.0716815588303984E24	2.144980879210942E21
151	6200	564.218	40	3.306	2.071736178811114E22	4.19705523579638E19
152	5200	583.262	30	3.522	4.718021574656E18	3.5528229862923328E16
153	4800	423.75	28	2.438	1.73851163939464806E18	5.60254182229034E15
154	5600	383.162	27	2.076	2.3570780520448E19	5.3460376957872592E16
155	4600	480.02	32	2.818	2.177856897367094E19	4.4737275626976448E16
156	5600	375.518	31	1.836	2.3570780520448E19	7.8377851888976816E16
157	4200	369.468	24	2.074	7.7686898688E16	4.049874610145606E14
158	3600	416.234	20	2.064	6.115295232E15	2.8120592866022297E13
159	4600	394.27	32	2.118	5.0571293753344E19	1.02107167759131824E17
160	2800	381.368	31	1.692	2.0144644368516514E19	4.029142285000896E16
161	6400	490.878	38	2.57	5.092245754672142E21	1.1324764703370326E19
162	7400	547.592	36	2.86	2.7846781240868864E22	5.597788843048874E19
163	5800	427.402	28	2.356	5.2374978691072E19	1.54630165873735392E17
164	5600	333.61	27	1.642	2.3570780520448E19	4.719489769750516E16
165	4800	309.93	23	1.99	9.27712935936E17	4.026613543878694E15
166	6600	408.888	32	2.672	1.234785917730816E21	2.4932995059716603E18
167	6400	331.672	34	2.356	5.62949953421312E20	1.55640347866984269E18
168	7200	299.728	35	2.066	1.2824703626379264E22	2.5801663313919607E19
169	7200	496.34	35	2.124	1.2824703626379264E22	2.5670915841875132E19
170	5000	534.37	34	2.872	1.3661596791909804E20	3.1780126835856422E17
171	5600	562.308	32	2.84	2.6408046086668157E19	1.55712849667161248E17
172	5800	413.22	32	2.078	5.2374978691072E19	1.39072299934693808E17
173	6000	416.742	30	1.96	1.15964116992E20	3.1238992245784352E17
174	6000	422.75	36	1.878	6.007330212423926E20	1.54437247203329075E18
175	5800	454.878	36	2.272	7.478062870231054E20	1.67523558158380672E18
176	6600	516.6	37	2.458	1.567603861348231E21	7.5827728259768996E18
177	5600	532.756	35	2.508	2.4971159599778785E20	8.9343351332275814E17
178	5800	612.706	42	2.976	4.015121355717057E22	8.586813809339335E19
179	5800	536.066	36	2.614	6.095240977427988E20	1.69049128341089946E18
180	6200	607.374	43	3.396	1.0660382781229958E23	2.4159720352931902E20
181	7000	685.09	38	3.78	5.892695130112E21	1.942078619364387E19
182	7200	597.06	35	2.86	1.2824703626379264E22	3.1153710824756077E19
183	5200	541.502	33	2.742	5.0347398735996125E19	1.1265924116202152E17
184	6400	469.694	35	2.926	5.62949953421312E20	1.75124448073677747E18
185	5000	345.166	35	2.044	2.3641846107607558E20	5.0201320973419334E17
186	5600	584.53	37	3.328	1.272822148104192E21	4.313158560894209E18
187	5800	594.48	28	3.054	5.2374978691072E19	2.63730571528178208E17
188	8000	599.514	42	2.746	2.81474976710656E23	7.463309322293435E20
189	6000	579.442	35	2.768	1.9574659302902517E20	6.7701879299456947E17
190	8400	631.586	41	2.754	1.3033698796586926E24	2.6186395637936816E21
191	9400	868.186	47	4.498	5.844715301406088E25	1.412283005428057E23
192	7800	916.758	40	4.762	1.3044386049608909E23	8.439002642453328E20
193	8800	758.544	45	4.592	5.99429110403013E24	1.389923174978855E22
194	7600	845.04	45	5.186	4.197671204194846E23	2.1995330470440149E21
195	8000	703.956	46	4.096	1.3050934932970614E24	3.371861694922557E21
196	7800	574.096	48	2.68	5.802860672678955E24	1.2051274869142817E22
197	8200	756.312	40	4.3	6.062355271835976E23	1.5616619978272948E21
198	8600	724.9	46	4.688	2.797403871666766E24	9.720952869187005E21
199	8600	615.636	46	3.5	2.797403871666766E24	1.1607915356860717E22
200	9000	676.664	44	4.044	1.2824703626379264E25	2.6141221253423456E22
201	8600	867.412	42	4.66	2.797403871666766E24	1.211696207122969E22
202	6800	832.618	39	5.012	7.830106649459071E21	7.261303905029523E19
203	6800	671.352	45	3.96	6.652003458938766E23	1.3772349070738063E21
204	8200	717.416	48	4.5	5.073852687753346E24	1.4329773178776906E22
205	7400	713.028	45	4.29	5.07980102687116E23	1.1306662017763023E21
206	8000	630.676	49	4.168	1.1441432283314198E25	2.9567408576257755E22
207	7800	851.274	46	4.594	8.79843078518326E23	3.7079028755555486E21
208	8600	625.168	43	3.296	2.797403871666766E24	7.082755807786442E21
209	8000	464.17	41	2.58	2.81474976710656E23	6.851247351084949E20
210	7000	464.28	43	2.838	6.382721167571283E22	1.4905203880459354E20
211	7400	594.632	45	3.3	5.80664135505709E23	2.0626923287983908E21
212	7400	561.458	44	3.286	2.2947701115482446E23	6.610099818623491E20
213	7000	384.156	42	2.26	5.2402030625461545E22	1.927072652445624E20
214	7800	405.288	38	1.818	1.3044386049608909E23	2.6710411258093466E20
215	7600	861.848	44	5.876	3.674613083204525E23	1.5966219105787985E21
216	7400	578.976	42	3.45	4.032436182036883E22	1.6154490640880468E20
217	9800	677.294	48	3.59	2.6492199628025574E26	6.488684411181357E23
218	8400	881.674	42	5.228	1.3033698796586926E24	3.6434714501096045E21
219	7800	838.442	40	4.906	1.3044386049608909E23	3.473267226750396E20
220	6800	609.422	41	3.766	1.7750991182827966E22	6.954704004030334E19
221	9200	630.914	46	4.438	2.7397648333108412E25	6.198871220530893E22
222	7600	775.972	42	4.806	6.033240203932467E22	2.7816816647414848E20
223	8600	585.33	42	3.78	2.797403871666766E24	5.817343697303001E21
224	7400	605.272	37	4.578	2.7846781240868864E22	1.000603800706763E20
225	7600	584.806	38	3.546	6.033240203932467E22	2.4986685488812347E20
226	6600	519.444	37	2.798	1.234785917730816E21	5.134503666737705E18
227	7200	494.652	36	2.344	1.2824703626379264E22	2.914913765297563E19
228	5800	577.494	36	2.522	4.061393994708754E20	1.00484404575080243E18
229	7400	595.91	38	3.152	2.7846781240868864E22	6.131636386946956E19
230	6600	610.948	38	2.866	1.581808304320594E21	8.1618117292984996E18
231	7000	609.474	37	3.404	5.892695130112E21	1.846392485259446E19
232	7800	737.132	42	3.772	1.3044386049608909E23	4.948946034043324E20
233	8600	649.76	42	3.344	2.797403871666766E24	5.936309666837669E21
234	8200	710.896	43	4.17	6.062355271835976E23	1.7346503184362433E21
235	7800	764.948	42	4.472	1.3044386049608909E23	6.35715839683851E20
236	8400	872.468	41	4.978	1.3033698796586926E24	2.659694405441745E21
237	8600	724.636	42	4.35	2.797403871666766E24	6.358762061678892E21
238	8400	737.01	44	5.08	1.3033698796586926E24	3.3222412417810186E21
239	7400	477.388	36	3.06	2.7846781240868864E22	7.507506492761914E19
240	7400	668.174	40	4.516	2.7846781240868864E22	1.0901295982509628E20
241	8200	669.672	44	4.26	6.062355271835976E23	1.7385019673277107E21
242	8800	874.302	43	5.228	5.99429110403013E24	1.2487289692306583E22
243	7400	924.902	37	5.27	2.7846781240868864E22	1.6700367955314783E20
244	8600	992.112	43	5.132	2.797403871666766E24	7.141752371841309E21
245	7400	850.086	42	4.618	4.4383762813912795E22	2.2598317003186536E20
246	7600	863.614	49	5.48	1.2936010714355324E25	2.619215078660403E22
247	7600	709.246	46	4.96	1.3364024903923621E24	2.865836909324255E21
248	9200	1206.84	45	6.802	2.7397648333108412E25	6.826425898698197E22
249	7400	800.4	46	4.714	1.2268383715407067E24	2.565134627601736E21
250	8200	1000.174	45	6.764	6.062355271835976E23	3.699665790968698E21
251	7800	735.338	49	4.854	1.3391722230783134E25	2.780747221528448E22
252	9200	1105.286	46	7.482	2.7397648333108412E25	7.229681780718825E22
253	9200	936.694	45	5.694	2.7397648333108412E25	5.686460870930693E22
254	8800	947.26	44	4.844	5.99429110403013E24	2.076706725997608E22
255	8000	937.144	43	4.822	2.81474976710656E23	1.9408940679556254E21
256	8400	1130.896	42	5.92	1.3033698796586926E24	4.29830721827271E21
257	7400	1013.996	46	5.54	1.190302666658397E24	3.6499555847672436E21
258	8600	967.196	43	5.132	2.797403871666766E24	5.980309155501837E21
259	9600	1214.84	48	7.556	1.2451552249753947E26	3.027879564751961E23
260	8600	1211.156	47	7.492	2.797403871666766E24	2.544837658898839E22
261	9000	1089.596	48	6.472	1.2824703626379264E25	6.660965890158032E22
262	10000	1079.292	49	6.3	5.62949953421312E26	1.1276601296720864E24
263	9000	945.83	47	6.918	1.2824703626379264E25	4.149984259511125E22
264	8400	876.994	49	5.998	6.822644979987173E24	1.882016491318141E22
265	7200	862.076	46	5.382	1.1792086552734696E24	4.131962576210879E21
266	7200	684.78	47	4.108	2.657806110254299E24	9.30761861276356E21
267	8400	761.818	48	4.74	4.7779231693478644E24	1.4459420294624055E22
268	9400	1076.172	47	7.122	5.844715301406088E25	2.9650372742848795E23
269	8600	965.728	44	5.894	2.797403871666766E24	8.356949496457366E21
270	8800	965.688	46	5.154	5.99429110403013E24	1.9950475393425656E22
271	8600	1144.346	50	7.456	2.0622247793617967E25	5.946504723891781E22
272	9200	999.056	48	6.324	2.7397648333108412E25	7.048769974155307E22
273	8400	748.688	48	5.176	5.039100393264564E24	1.7381514807567123E22
274	7400	835.938	47	4.756	2.465049502513477E24	8.300025143013503E21
275	7400	670.232	43	4.07	8.889081384025983E22	4.8035329719375325E20
276	9800	789.718	49	4.38	2.6492199628025574E26	5.544694795482625E23
277	9400	1384.384	53	8.444	1.4847493034622918E26	5.7129895762192174E23
278	9400	944.778	46	5.706	5.844715301406088E25	1.532904769407347E23
279	8400	845.462	46	4.0	1.3033698796586926E24	4.259030987750764E21
280	7200	982.616	52	4.572	8.903891031567793E25	1.8197774363777506E23
281	9800	1021.762	50	4.962	2.6492199628025574E26	5.777569891226223E23
282	9800	1000.986	52	5.096	2.6492199628025574E26	9.187684115280814E23
283	8400	1017.366	45	4.966	1.3033698796586926E24	1.276011526061959E22
284	9200	957.726	45	4.528	2.7397648333108412E25	6.881244274840823E22
285	9000	1157.642	49	6.956	1.2824703626379264E25	7.012439588014605E22
286	8200	1070.07	49	6.706	8.764465071250258E24	3.199317714054036E22
287	9400	1034.84	47	6.284	5.844715301406088E25	2.0540585131455547E23
288	8800	1221.84	47	7.294	5.99429110403013E24	3.5210833704919887E22
289	10200	1093.06	52	6.576	1.1948139883406473E27	2.6606422317395083E24
290	9000	818.6	51	5.678	3.231086610918695E25	1.0240291015646475E23
291	9400	921.268	47	5.908	5.844715301406088E25	2.7082343902542088E23
292	7800	753.418	46	4.148	1.0184656548150676E24	3.125506130058609E21
293	10600	1169.372	52	6.76	5.363859213792299E27	1.0735300972591555E25
294	8600	767.09	48	4.108	4.890340334396426E24	2.091543188593886E22
295	8600	872.088	46	4.704	2.797403871666766E24	9.567261931621075E21
296	8600	706.882	49	3.924	9.746733099440537E24	2.7413246079419416E22
297	8800	772.48	43	3.56	5.99429110403013E24	1.2769105334755798E22
298	8600	860.89	42	4.094	2.797403871666766E24	7.261646856238645E21
299	8400	1110.662	46	5.8	1.3033698796586926E24	5.290958375382087E21
300	8400	904.014	44	4.1	1.3033698796586926E24	4.440945242740763E21
301	8400	683.434	41	3.108	1.3033698796586926E24	2.8420021245595437E21
302	8400	957.04	48	4.71	4.7057838611538725E24	1.4966016524560617E22
303	8600	770.748	44	3.888	2.797403871666766E24	6.04067928734531E21
304	8800	658.45	47	3.26	5.99429110403013E24	2.6729067290275546E22
305	8400	816.296	41	4.34	1.3033698796586926E24	3.638949809969607E21
306	9000	951.284	44	4.938	1.2824703626379264E25	3.4562224745775735E22
307	8600	806.22	44	3.986	2.797403871666766E24	1.199393924060442E22
308	8200	811.216	40	3.876	6.062355271835976E23	1.950974520845027E21
309	8800	716.934	43	4.146	5.99429110403013E24	1.2821609490412808E22
310	8200	902.438	43	4.6	6.062355271835976E23	2.1227645018115835E21
311	8800	812.21	46	4.228	5.99429110403013E24	1.441937878482669E22
312	10600	1045.17	52	5.644	5.363859213792299E27	1.0800512614305587E25
313	9000	843.34	47	4.092	1.2824703626379264E25	3.691303866871261E22
314	9000	931.274	44	4.31	1.2824703626379264E25	3.965096055720759E22
315	8000	765.152	39	3.898	2.81474976710656E23	1.3587009013500265E21
316	8200	625.02	43	3.612	6.062355271835976E23	2.6778052992101463E21
317	8800	1040.588	51	6.196	4.672829812506888E25	1.151251320695059E23
318	8600	1033.054	42	5.576	2.797403871666766E24	6.495357645506105E21
319	8000	1132.062	50	5.904	2.5762971956384242E25	5.292244845397233E22
320	10000	916.8	50	5.712	5.62949953421312E26	1.2003441653580485E24
321	9200	891.862	45	5.108	2.7397648333108412E25	5.881921514421105E22
322	7600	770.504	44	4.412	1.7240947494727608E23	5.756786784115933E20
323	8200	649.754	44	3.426	6.062355271835976E23	1.8539470966739543E21
324	8400	658.642	47	3.882	2.8572148204825857E24	9.469751847675138E21
325	8400	693.202	45	4.338	1.3033698796586926E24	4.390192875604938E21
326	8400	797.212	41	3.896	1.3033698796586926E24	4.013447441064144E21
327	7800	749.434	43	4.538	1.3044386049608909E23	9.423366615839082E20
328	9000	684.112	44	4.404	1.2824703626379264E25	2.9036459605062316E22
329	9600	917.138	47	5.288	1.2451552249753947E26	2.5184549441070586E23
330	7200	836.764	43	4.834	1.1978233667951502E23	4.7841167179050405E20
331	9000	760.944	44	4.226	1.2824703626379264E25	2.6350655559872935E22
332	8400	1110.756	46	5.766	1.3033698796586926E24	9.621945478399696E21
333	9200	1153.69	49	6.126	2.7397648333108412E25	9.239536991039561E22
334	8800	870.46	43	4.71	5.99429110403013E24	1.3696645123912063E22
335	8800	826.004	43	4.408	5.99429110403013E24	1.2783098814385084E22
336	10400	622.902	51	3.718	2.532968545621243E27	5.072687444074876E24
337	8400	679.538	51	3.716	5.185332274291184E25	1.0951199636817013E23
338	8800	753.886	43	3.888	5.99429110403013E24	3.064623317779669E22
339	7000	652.434	45	3.296	4.264153112491983E23	1.213040342814972E21
340	9200	922.518	45	5.548	2.7397648333108412E25	6.03660879887098E22
341	8400	1082.024	45	6.556	1.3033698796586926E24	5.866028968674491E21
342	8400	905.468	52	5.418	8.295928075901393E25	1.9389154220537067E23
343	9400	934.626	49	5.068	5.844715301406088E25	2.2794812245096672E23
344	9400	1141.396	46	6.04	5.844715301406088E25	1.7837667085152106E23
345	9200	832.192	47	4.39	2.7397648333108412E25	1.2012054685725644E23
346	9800	1039.654	48	5.56	2.6492199628025574E26	5.658155186895605E23
347	9200	846.23	45	4.552	2.7397648333108412E25	5.794895418297047E22
348	9200	1050.83	50	6.638	2.7397648333108412E25	1.0246982827449368E23
349	8200	853.98	45	5.402	6.062355271835976E23	4.259036280778727E21
350	8200	967.052	45	5.92	6.062355271835976E23	4.1582108070686894E21
351	9400	872.206	46	5.358	5.844715301406088E25	1.1813411355324321E23
352	8200	590.468	47	4.392	1.9871916216123655E24	6.153333049882576E21
353	9200	658.044	47	4.736	2.7397648333108412E25	8.511110007973008E22
354	8600	583.382	42	4.026	2.797403871666766E24	5.85858967702711E21
355	8200	663.262	46	4.584	8.241973298390384E23	3.4138501148056093E21
356	9200	732.306	45	4.834	2.7397648333108412E25	5.749802847612048E22
357	9200	908.142	50	6.386	2.7397648333108412E25	1.0187128003852286E23
358	9800	781.882	48	4.956	2.6492199628025574E26	5.440329022842821E23
359	9000	1123.55	47	7.526	1.2824703626379264E25	5.4853117607481296E22
360	8800	1016.738	50	6.7	2.055191809677497E25	7.440332201353736E22
361	9800	974.112	48	6.734	2.6492199628025574E26	1.2683184940609933E24
362	8600	901.788	49	6.366	1.0440747946376491E25	4.632671626387946E22
363	8000	910.11	46	6.866	6.994824458986598E23	5.402816334628795E21
364	9800	638.52	49	4.322	2.6492199628025574E26	5.523899089008392E23
365	9400	572.966	46	5.146	5.844715301406088E25	1.2120496363215677E23
366	9000	949.764	49	6.796	1.2824703626379264E25	4.98577650872982E22
367	8200	781.404	53	5.712	2.0719465435124223E26	4.195578194421597E23
368	9400	680.396	51	5.32	5.844715301406088E25	2.811747705322243E23
369	8000	766.368	49	5.486	8.157759381776362E24	1.9771696280200358E22
370	9400	755.738	49	4.672	5.844715301406088E25	1.496326453276825E23
371	9200	843.748	48	4.718	2.7397648333108412E25	6.491453811671773E22
372	9800	908.078	48	5.836	2.6492199628025574E26	5.605814325946649E23
373	8800	975.334	47	6.202	5.99429110403013E24	2.1872135694844147E22
374	7800	775.418	47	5.47	1.9675247139139127E24	9.11378194386932E21
375	8600	663.004	47	3.924	2.797403871666766E24	1.4061386295318717E22
