generation_idx	max_steps	mean_steps	max_apples	mean_apples	max_score	mean_score
1444	14600	5379.53	75	40.614	1.4696646736532006E34	1.627247005736987E33
1445	14600	6098.614	76	45.04	1.4696646736532006E34	1.926329380720348E33
1446	14600	5351.49	75	38.488	1.4696646736532006E34	1.4984931618505106E33
1447	14600	5464.836	74	42.262	1.4696646736532006E34	1.446519065149652E33
1448	14600	4860.702	74	36.462	1.4696646736532006E34	1.5326437889615293E33
1449	14600	5108.1	76	38.2	1.4696646736532006E34	1.556388178342349E33
1450	14600	5060.782	75	39.422	1.4696646736532006E34	1.5387813092655214E33
1451	14600	4683.44	75	36.234	1.4696646736532006E34	1.1819225095580597E33
1452	14600	4704.81	75	37.624	1.4696646736532006E34	1.3049948352268094E33
1453	14600	5507.53	74	39.808	1.4696646736532006E34	1.7694415006448054E33
1454	14600	5062.982	74	37.784	1.4696646736532006E34	1.6175904923298226E33
1455	14600	5053.312	75	37.47	1.4696646736532006E34	1.4498633091764223E33
1456	14600	4594.428	75	36.256	1.4696646736532006E34	1.331475437091081E33
1457	14600	4699.288	76	38.608	1.4696646736532006E34	1.433760877224745E33
1458	14600	5317.492	76	38.776	1.4696646736532006E34	1.6808389180780914E33
1459	14600	5389.598	74	39.578	1.4696646736532006E34	1.538434746294572E33
1460	14600	5373.718	76	40.024	1.4696646736532006E34	1.6792309838335328E33
1461	14600	4746.814	77	36.374	1.4696646736532006E34	1.1187387037404304E33
1462	14600	5333.94	75	39.688	1.4696646736532006E34	1.5233013838730844E33
1463	14600	5102.93	76	37.784	1.4696646736532006E34	1.671836286556338E33
1464	14600	4744.922	74	36.146	1.4696646736532006E34	1.3752651559012927E33
1465	14600	5113.99	75	36.696	1.4696646736532006E34	1.2308577417234415E33
1466	14600	4986.922	75	37.336	1.4696646736532006E34	1.1742480562697377E33
1467	14600	5517.382	75	40.122	1.4696646736532006E34	1.5702089542329176E33
1468	14600	5013.344	75	39.352	1.4696646736532006E34	1.379030291958104E33
1469	14600	5515.214	75	39.48	1.4696646736532006E34	1.7299757314890786E33
1470	14600	5270.042	75	37.3	1.4696646736532006E34	1.7159759465425603E33
1471	14600	5304.622	74	38.674	1.4696646736532006E34	1.6344645279357607E33
1472	14600	4785.544	75	35.918	1.4696646736532006E34	1.6264049396207947E33
1473	14600	5129.974	74	37.028	1.4696646736532006E34	1.613393366340335E33
1474	14600	5226.334	75	37.922	1.4696646736532006E34	1.5101711846298155E33
1475	14600	4967.91	75	36.978	1.4696646736532006E34	1.5973123033797113E33
1476	14600	5170.776	75	37.832	1.4696646736532006E34	1.3498224829253912E33
1477	14600	5194.892	75	37.636	1.4696646736532006E34	1.5376244622163022E33
1478	14600	5216.36	74	37.992	1.4696646736532006E34	1.8129607370210832E33
1479	14600	5144.212	75	35.858	1.4696646736532006E34	1.4829595277275556E33
1480	14600	5223.784	74	36.578	1.4696646736532006E34	1.5113403798739776E33
1481	14600	4721.674	74	35.492	1.4696646736532006E34	1.1619275621366839E33
1482	14600	5616.14	75	39.186	1.4696646736532006E34	1.8466544358380132E33
1483	14600	5339.35	75	37.536	1.4696646736532006E34	1.7437524366544444E33
1484	14600	5499.6	75	39.254	1.4696646736532006E34	1.636225123811414E33
1485	14600	5180.45	75	38.712	1.4696646736532006E34	1.7650473899554283E33
1486	14600	5003.196	74	38.35	1.4696646736532006E34	1.3182730227015404E33
1487	14600	5564.458	75	41.558	1.4696646736532006E34	1.879214188428678E33
1488	14600	5313.67	75	40.148	1.4696646736532006E34	1.5418156654178863E33
1489	14600	5781.794	75	40.206	1.4696646736532006E34	1.7197267343779675E33
1490	14600	5731.73	76	41.516	1.4696646736532006E34	2.0000165515440685E33
1491	14600	5680.958	75	39.524	1.4696646736532006E34	1.6520525549395354E33
1492	14600	5472.674	75	40.256	1.4696646736532006E34	1.6596610802454765E33
1493	14600	5662.352	75	40.924	1.4696646736532006E34	1.7004704895751055E33
1494	14600	5484.438	75	40.172	1.4696646736532006E34	1.7932541845736077E33
1495	14600	5584.148	75	39.452	1.4696646736532006E34	1.612475874927478E33
1496	14600	5270.176	74	37.804	1.4696646736532006E34	1.7230004343188072E33
1497	14600	4993.664	75	36.792	1.4696646736532006E34	1.488768755116044E33
1498	14600	5904.798	75	39.802	1.4696646736532006E34	1.6444023704799597E33
1499	14600	6112.976	74	42.066	1.4696646736532006E34	2.112692304832907E33
1500	14600	5963.734	75	40.666	1.4696646736532006E34	1.8193846207706062E33
1501	14600	5027.148	76	35.364	1.4696646736532006E34	1.3469246333436157E33
1502	14600	6116.784	75	42.022	1.4696646736532006E34	2.1078015528500627E33
1503	14600	5691.422	74	39.67	1.4696646736532006E34	1.918343770879663E33
1504	14600	5795.924	74	41.41	1.4696646736532006E34	1.8955848954150625E33
1505	14600	6086.968	76	41.812	1.4696646736532006E34	1.8523787907092687E33
1506	14600	5921.742	75	40.872	1.4696646736532006E34	2.109264563831273E33
1507	14600	5758.67	75	41.59	1.4696646736532006E34	2.0188351907499364E33
1508	14600	5440.726	75	38.918	1.4696646736532006E34	1.729654324322804E33
1509	14600	5965.466	75	41.398	1.4696646736532006E34	2.03660931122805E33
1510	14600	6076.88	75	41.906	1.4696646736532006E34	1.8646374466310868E33
1511	14600	6001.212	75	40.674	1.4696646736532006E34	1.8771095197951726E33
1512	14600	6305.268	74	42.814	1.4696646736532006E34	1.9604429205628583E33
1513	14600	6683.562	74	44.118	1.4696646736532006E34	2.0417047266945167E33
1514	14600	6197.292	75	41.948	1.4696646736532006E34	2.099151639366564E33
1515	14600	6433.436	77	44.04	1.4696646736532006E34	2.206508729980005E33
1516	14600	6086.696	75	43.428	1.4696646736532006E34	1.8464745623770504E33
1517	14600	6508.632	75	45.028	1.4696646736532006E34	2.159761077092589E33
1518	14600	5878.854	75	43.752	1.4696646736532006E34	1.7193146162084887E33
1519	14600	6060.762	75	43.274	1.4696646736532006E34	1.8588616590326408E33
1520	14600	6171.64	74	43.488	1.4696646736532006E34	2.085152529062759E33
1521	14600	5587.882	75	43.702	1.4696646736532006E34	1.7875578110960869E33
1522	14600	5768.33	75	44.734	1.4696646736532006E34	1.6997602142837343E33
1523	14600	6304.28	75	44.156	1.4696646736532006E34	2.1868194488237483E33
1524	14600	6296.516	74	47.04	1.4696646736532006E34	2.2743899883371292E33
1525	14600	6063.706	74	43.602	1.4696646736532006E34	2.0785636355508793E33
1526	14600	6123.99	75	43.37	1.4696646736532006E34	2.105052671031934E33
1527	14600	5739.57	76	41.714	1.4696646736532006E34	1.8074046568037827E33
1528	14600	5181.714	75	39.126	1.4696646736532006E34	1.5183656488657223E33
1529	14600	5688.864	74	41.704	1.4696646736532006E34	1.7807058679709311E33
1530	14600	5469.144	74	40.862	1.4696646736532006E34	1.7895582487194467E33
1531	14600	5711.676	76	41.916	1.4696646736532006E34	2.0200082500227595E33
1532	14600	5919.344	75	44.036	1.4696646736532006E34	1.7822391752540094E33
1533	14600	5518.568	75	40.71	1.4696646736532006E34	1.957949461270505E33
1534	14600	6165.214	75	43.416	1.4696646736532006E34	2.2111058318159995E33
1535	14600	5660.162	75	42.346	1.4696646736532006E34	1.78090383183881E33
1536	14600	5778.514	75	43.43	1.4696646736532006E34	1.6918262854863926E33
1537	14600	5517.568	75	39.948	1.4696646736532006E34	1.7621932674155462E33
1538	14600	5348.836	74	39.462	1.4696646736532006E34	1.7145038764241006E33
1539	14600	5485.444	75	42.22	1.4696646736532006E34	1.691049117219633E33
1540	14600	6068.16	74	40.086	1.4696646736532006E34	2.1082066387559967E33
1541	14600	5631.75	77	39.864	1.4696646736532006E34	2.0538829986637233E33
1542	14600	5362.758	75	37.47	1.4696646736532006E34	1.63738490341263E33
1543	14600	5365.598	76	38.962	1.4696646736532006E34	1.5109625191960886E33
1544	14600	5873.154	74	40.558	1.4696646736532006E34	2.0404738368877113E33
1545	14600	6040.43	74	42.974	1.4696646736532006E34	1.7336232174544776E33
1546	14600	5768.73	75	40.158	1.4696646736532006E34	2.1520105027191705E33
1547	14600	5896.666	74	40.918	1.4696646736532006E34	1.672005179126407E33
1548	14600	5940.604	75	42.386	1.4696646736532006E34	2.1319722738329816E33
1549	14600	5814.25	75	42.0	1.4696646736532006E34	1.5280350856060938E33
1550	14600	5918.784	74	39.934	1.4696646736532006E34	1.607325023596381E33
1551	14600	6232.756	75	42.896	1.4696646736532006E34	1.9818113350152042E33
1552	14600	6107.038	75	42.644	1.4696646736532006E34	1.9829239684589354E33
1553	14600	6025.952	75	42.058	1.4696646736532006E34	1.9308151886362618E33
1554	14600	5973.808	75	40.75	1.4696646736532006E34	2.0424099352082507E33
1555	14600	5848.472	75	43.18	1.4696646736532006E34	1.6443519730084585E33
